review_date,original_text,rating_score,translated_text,cleaned_text,tokenized_text,initial_token_count,stopword_removed_text,token_count,stemmed_text,ulasan_bersih,lexicon_score,lexicon_to_rating,sentiment_label,Platform
2020-09-04,Please send me the 4-digit code! I haven’t successfully registered because the code fails to be sent to my number!,1,Tolong kirimkan saya kode 4 digit!Saya belum berhasil terdaftar karena kode gagal dikirim ke nomor saya!,tolong kirimkan saya kode digitsaya belum berhasil terdaftar karena kode gagal dikirim ke nomor saya,"['tolong', 'kirimkan', 'saya', 'kode', 'digitsaya', 'belum', 'berhasil', 'terdaftar', 'karena', 'kode', 'gagal', 'dikirim', 'ke', 'nomor', 'saya']",15,"['kirimkan', 'kode', 'digitsaya', 'berhasil', 'terdaftar', 'kode', 'gagal', 'dikirim', 'nomor']",9,"['kirim', 'kode', 'digitsaya', 'hasil', 'daftar', 'kode', 'gagal', 'kirim', 'nomor']",kirim kode digitsaya hasil daftar kode gagal kirim nomor,-6,1,Negatif,App Store
2020-09-04,Whenever I input the 4 digit code to the app it keeps saying it is incorrect!! Frustrating!,1,"Setiap kali saya memasukkan kode 4 digit ke aplikasi, ia terus mengatakan itu tidak benar !!Frustrating!",setiap kali saya memasukkan kode digit ke aplikasi ia terus mengatakan itu tidak benar frustrating,"['setiap', 'kali', 'saya', 'memasukkan', 'kode', 'digit', 'ke', 'aplikasi', 'ia', 'terus', 'mengatakan', 'itu', 'tidak', 'benar', 'frustrating']",15,"['kali', 'memasukkan', 'kode', 'digit', 'frustrating']",5,"['kali', 'masuk', 'kode', 'digit', 'frustrating']",kali masuk kode digit frustrating,-6,1,Negatif,App Store
2020-09-04,"Kode verivikasi yg dimasukkan salah terus, pdhl udh bener:”",4,"Kode verivikasi yg dimasukkan salah terus, pdhl udh bener:”",kode verivikasi yg dimasukkan salah terus pdhl udh bener”,"['kode', 'verivikasi', 'yg', 'dimasukkan', 'salah', 'terus', 'pdhl', 'udh', 'bener', '”']",10,"['kode', 'verivikasi', 'dimasukkan', 'salah', 'pdhl', 'udh', 'bener', '”']",8,"['kode', 'verivikasi', 'masuk', 'salah', 'pdhl', 'udh', 'bener', '']",kode verivikasi masuk salah pdhl udh bener ,-11,1,Negatif,App Store
2020-09-04,I can’t login through apps. Always incorrect code even the number is same. Please fix this.,1,Saya tidak bisa masuk melalui aplikasi.Kode yang selalu salah bahkan angkanya sama.Harap perbaiki ini.,saya tidak bisa masuk melalui aplikasikode yang selalu salah bahkan angkanya samaharap perbaiki ini,"['saya', 'tidak', 'bisa', 'masuk', 'melalui', 'aplikasikode', 'yang', 'selalu', 'salah', 'bahkan', 'angkanya', 'samaharap', 'perbaiki', 'ini']",14,"['masuk', 'aplikasikode', 'salah', 'angkanya', 'samaharap', 'perbaiki']",6,"['masuk', 'aplikasikode', 'salah', 'angka', 'samaharap', 'baik']",masuk aplikasikode salah angka samaharap baik,-8,1,Negatif,App Store
2020-09-04,Silau cuy. Please lah,3,Glare Cuy.Silakan,glare cuysilakan,"['glare', 'cuysilakan']",2,"['glare', 'cuysilakan']",2,"['glare', 'cuysilakan']",glare cuysilakan,0,3,Netral,App Store
2020-09-04,Seriously 2020 and I cant cast it to my TV????,4,Serius 2020 dan saya tidak bisa melemparkannya ke TV saya ????,serius dan saya tidak bisa melemparkannya ke tv saya,"['serius', 'dan', 'saya', 'tidak', 'bisa', 'melemparkannya', 'ke', 'tv', 'saya']",9,"['serius', 'melemparkannya', 'tv']",3,"['serius', 'lempar', 'tv']",serius lempar tv,-5,1,Negatif,App Store
2020-09-04,So I'm succeed in signing up disney+ indonesia in sept 4th!🎉tho little something's bothering me that is no casting feature from iphone to chromecast yet,3,Jadi saya berhasil mendaftar Disney+ Indonesia pada 4 September! 🎉tho Sedikit sesuatu yang mengganggu saya yang belum ada fitur casting dari iPhone ke Chromecast,jadi saya berhasil mendaftar disney indonesia pada september 🎉tho sedikit sesuatu yang mengganggu saya yang belum ada fitur casting dari iphone ke chromecast,"['jadi', 'saya', 'berhasil', 'mendaftar', 'disney', 'indonesia', 'pada', 'september', '🎉tho', 'sedikit', 'sesuatu', 'yang', 'mengganggu', 'saya', 'yang', 'belum', 'ada', 'fitur', 'casting', 'dari', 'iphone', 'ke', 'chromecast']",23,"['berhasil', 'mendaftar', 'indonesia', 'september', '🎉tho', 'mengganggu', 'fitur', 'casting', 'iphone', 'chromecast']",10,"['hasil', 'daftar', 'indonesia', 'september', 'tho', 'ganggu', 'fitur', 'casting', 'iphone', 'chromecast']",hasil daftar indonesia september tho ganggu fitur casting iphone chromecast,-4,1,Negatif,App Store
2020-09-04,Please add dark mode feature please,5,Tolong tambahkan fitur mode gelap,tolong tambahkan fitur mode gelap,"['tolong', 'tambahkan', 'fitur', 'mode', 'gelap']",5,"['tambahkan', 'fitur', 'mode', 'gelap']",4,"['tambah', 'fitur', 'mode', 'gelap']",tambah fitur mode gelap,-1,3,Netral,App Store
2020-09-05,Nanti kalo udah bisa chrome cast ke tv baru dikasih bintang 5,3,Nanti kalo udah bisa chrome cast ke tv baru dikasih bintang 5,nanti kalo udah bisa chrome cast ke tv baru dikasih bintang,"['nanti', 'kalo', 'udah', 'bisa', 'chrome', 'cast', 'ke', 'tv', 'baru', 'dikasih', 'bintang']",11,"['kalo', 'chrome', 'cast', 'tv', 'dikasih', 'bintang']",6,"['kalo', 'chrome', 'cast', 'tv', 'kasih', 'bintang']",kalo chrome cast tv kasih bintang,-1,3,Netral,App Store
2020-09-05,"I’m downloading this app from indonesian app store.
But its payment and region got redirected to Indian Disney+, all the movie are in Indian languages which I don’t even understand any of it.

Are you kidding? Please fix this asap or make an option to change regions manually!",1,"Saya mengunduh aplikasi ini dari Indonesian App Store.
Tetapi pembayaran dan wilayahnya diarahkan ke Disney+India, semua film dalam bahasa India yang bahkan saya bahkan tidak mengerti semua itu.

Apakah Anda bercanda?Harap perbaiki ASAP ini atau buat opsi untuk mengubah wilayah secara manual!",saya mengunduh aplikasi ini dari indonesian app store tetapi pembayaran dan wilayahnya diarahkan ke disneyindia semua film dalam bahasa india yang bahkan saya bahkan tidak mengerti semua itu apakah anda bercandaharap perbaiki asap ini atau buat opsi untuk mengubah wilayah secara manual,"['saya', 'mengunduh', 'aplikasi', 'ini', 'dari', 'indonesian', 'app', 'store', 'tetapi', 'pembayaran', 'dan', 'wilayahnya', 'diarahkan', 'ke', 'disneyindia', 'semua', 'film', 'dalam', 'bahasa', 'india', 'yang', 'bahkan', 'saya', 'bahkan', 'tidak', 'mengerti', 'semua', 'itu', 'apakah', 'anda', 'bercandaharap', 'perbaiki', 'asap', 'ini', 'atau', 'buat', 'opsi', 'untuk', 'mengubah', 'wilayah', 'secara', 'manual']",42,"['mengunduh', 'indonesian', 'app', 'store', 'pembayaran', 'wilayahnya', 'diarahkan', 'disneyindia', 'film', 'bahasa', 'india', 'mengerti', 'bercandaharap', 'perbaiki', 'asap', 'opsi', 'mengubah', 'wilayah', 'manual']",19,"['unduh', 'indonesian', 'app', 'store', 'bayar', 'wilayah', 'arah', 'disneyindia', 'film', 'bahasa', 'india', 'erti', 'bercandaharap', 'baik', 'asap', 'opsi', 'ubah', 'wilayah', 'manual']",unduh indonesian app store bayar wilayah arah disneyindia film bahasa india erti bercandaharap baik asap opsi ubah wilayah manual,-14,1,Negatif,App Store
2020-09-05,Not compatible with Chromecast,2,Tidak kompatibel dengan chromecast,tidak kompatibel dengan chromecast,"['tidak', 'kompatibel', 'dengan', 'chromecast']",4,"['kompatibel', 'chromecast']",2,"['kompatibel', 'chromecast']",kompatibel chromecast,0,3,Netral,App Store
2020-09-05,“Something went wrong. Please try again in sometimes.” Sering banget eror saat buka aplikasi di Ipad.,3,“Something went wrong. Please try again in sometimes.” Sering banget eror saat buka aplikasi di Ipad.,“something went wrong please try again in sometimes” sering banget eror saat buka aplikasi di ipad,"['“', 'something', 'went', 'wrong', 'please', 'try', 'again', 'in', 'sometimes', '”', 'sering', 'banget', 'eror', 'saat', 'buka', 'aplikasi', 'di', 'ipad']",18,"['“', 'something', 'went', 'wrong', 'please', 'try', 'again', 'in', 'sometimes', '”', 'eror', 'buka', 'ipad']",13,"['', 'something', 'went', 'wrong', 'please', 'try', 'again', 'in', 'sometimes', '', 'eror', 'buka', 'ipad']", something went wrong please try again in sometimes  eror buka ipad,-10,1,Negatif,App Store
2020-09-05,It's ridiculous having to watch movies and shows on a small screen..,1,Sangat konyol harus menonton film dan pertunjukan di layar kecil ..,sangat konyol harus menonton film dan pertunjukan di layar kecil,"['sangat', 'konyol', 'harus', 'menonton', 'film', 'dan', 'pertunjukan', 'di', 'layar', 'kecil']",10,"['konyol', 'film', 'pertunjukan', 'layar']",4,"['konyol', 'film', 'tunjuk', 'layar']",konyol film tunjuk layar,-3,2,Negatif,App Store
2020-09-05,This app has Indonesia dubbing for almost all movies and TV series and I love it.,5,Aplikasi ini memiliki dubbing Indonesia untuk hampir semua film dan serial TV dan saya menyukainya.,aplikasi ini memiliki dubbing indonesia untuk hampir semua film dan serial tv dan saya menyukainya,"['aplikasi', 'ini', 'memiliki', 'dubbing', 'indonesia', 'untuk', 'hampir', 'semua', 'film', 'dan', 'serial', 'tv', 'dan', 'saya', 'menyukainya']",15,"['memiliki', 'dubbing', 'indonesia', 'film', 'serial', 'tv', 'menyukainya']",7,"['milik', 'dubbing', 'indonesia', 'film', 'serial', 'tv', 'suka']",milik dubbing indonesia film serial tv suka,0,3,Netral,App Store
2020-09-05,Ini ga bisa di chromecasting?,2,Ini ga bisa di chromecasting?,ini ga bisa di chromecasting,"['ini', 'ga', 'bisa', 'di', 'chromecasting']",5,['chromecasting'],1,['chromecasting'],chromecasting,0,3,Netral,App Store
2020-09-05,"Masih belum support di smarttv, kalau dah support baru subscribe premium dan bintang 5... secepatnya please 🙏🏻",3,"Masih belum support di smarttv, kalau dah support baru subscribe premium dan bintang 5... secepatnya please 🙏🏻",masih belum support di smarttv kalau dah support baru subscribe premium dan bintang secepatnya please 🙏🏻,"['masih', 'belum', 'support', 'di', 'smarttv', 'kalau', 'dah', 'support', 'baru', 'subscribe', 'premium', 'dan', 'bintang', 'secepatnya', 'please', '🙏🏻']",16,"['support', 'smarttv', 'dah', 'support', 'subscribe', 'premium', 'bintang', 'secepatnya', 'please', '🙏🏻']",10,"['support', 'smarttv', 'dah', 'support', 'subscribe', 'premium', 'bintang', 'cepat', 'please', '']",support smarttv dah support subscribe premium bintang cepat please ,1,3,Netral,App Store
2020-09-05,"Keren ini, terobosan baru, ada dubbing bahasa indonesia, jd lebih enak ditonton, joss",5,"Keren ini, terobosan baru, ada dubbing bahasa indonesia, jd lebih enak ditonton, joss",keren ini terobosan baru ada dubbing bahasa indonesia jd lebih enak ditonton joss,"['keren', 'ini', 'terobosan', 'baru', 'ada', 'dubbing', 'bahasa', 'indonesia', 'jd', 'lebih', 'enak', 'ditonton', 'joss']",13,"['keren', 'terobosan', 'dubbing', 'bahasa', 'indonesia', 'jd', 'enak', 'ditonton', 'joss']",9,"['keren', 'terobos', 'dubbing', 'bahasa', 'indonesia', 'jd', 'enak', 'tonton', 'joss']",keren terobos dubbing bahasa indonesia jd enak tonton joss,-12,1,Negatif,App Store
2020-09-05,"Already subscribed and pay for 1 year, really disappointed 

Can’t watch at Apple TV and Sony Bravia smart TV

I subscribed Apple TV, HBO, Netflix and Amazon but never have this issue

Really disappointed Disney, shame on You Bob Chapek",1,"Sudah berlangganan dan membayar selama 1 tahun, sangat kecewa

Tidak dapat menonton di Apple TV dan Sony Bravia Smart TV

Saya berlangganan Apple TV, HBO, Netflix dan Amazon tetapi tidak pernah memiliki masalah ini

Disney yang sangat kecewa, rasa malu pada Anda Bob Chapek",sudah berlangganan dan membayar selama tahun sangat kecewa tidak dapat menonton di apple tv dan sony bravia smart tv saya berlangganan apple tv hbo netflix dan amazon tetapi tidak pernah memiliki masalah ini disney yang sangat kecewa rasa malu pada anda bob chapek,"['sudah', 'berlangganan', 'dan', 'membayar', 'selama', 'tahun', 'sangat', 'kecewa', 'tidak', 'dapat', 'menonton', 'di', 'apple', 'tv', 'dan', 'sony', 'bravia', 'smart', 'tv', 'saya', 'berlangganan', 'apple', 'tv', 'hbo', 'netflix', 'dan', 'amazon', 'tetapi', 'tidak', 'pernah', 'memiliki', 'masalah', 'ini', 'disney', 'yang', 'sangat', 'kecewa', 'rasa', 'malu', 'pada', 'anda', 'bob', 'chapek']",43,"['berlangganan', 'membayar', 'kecewa', 'apple', 'tv', 'sony', 'bravia', 'smart', 'tv', 'berlangganan', 'apple', 'tv', 'hbo', 'netflix', 'amazon', 'memiliki', 'kecewa', 'malu', 'bob', 'chapek']",20,"['langgan', 'bayar', 'kecewa', 'apple', 'tv', 'sony', 'bravia', 'smart', 'tv', 'langgan', 'apple', 'tv', 'hbo', 'netflix', 'amazon', 'milik', 'kecewa', 'malu', 'bob', 'chapek']",langgan bayar kecewa apple tv sony bravia smart tv langgan apple tv hbo netflix amazon milik kecewa malu bob chapek,-2,2,Negatif,App Store
2020-09-05,"Pengen nonton Encore yang Kriesten Bell tapi kok gaada ya? Padahal di disney+ US ada. Plis tambahin film2 dan series disney yang lengkap, jangan malah film2 indonesia. Ini disney+, harusnya disneynya dulu dilengkapin.",3,"Pengen nonton Encore yang Kriesten Bell tapi kok gaada ya? Padahal di disney+ US ada. Plis tambahin film2 dan series disney yang lengkap, jangan malah film2 indonesia. Ini disney+, harusnya disneynya dulu dilengkapin.",pengen nonton encore yang kriesten bell tapi kok gaada ya padahal di disney us ada plis tambahin film dan series disney yang lengkap jangan malah film indonesia ini disney harusnya disneynya dulu dilengkapin,"['pengen', 'nonton', 'encore', 'yang', 'kriesten', 'bell', 'tapi', 'kok', 'gaada', 'ya', 'padahal', 'di', 'disney', 'us', 'ada', 'plis', 'tambahin', 'film', 'dan', 'series', 'disney', 'yang', 'lengkap', 'jangan', 'malah', 'film', 'indonesia', 'ini', 'disney', 'harusnya', 'disneynya', 'dulu', 'dilengkapin']",33,"['pengen', 'nonton', 'encore', 'kriesten', 'bell', 'gaada', 'ya', 'us', 'plis', 'tambahin', 'film', 'series', 'lengkap', 'film', 'indonesia', 'disneynya', 'dilengkapin']",17,"['ken', 'nonton', 'encore', 'kriesten', 'bell', 'gaada', 'ya', 'us', 'plis', 'tambahin', 'film', 'series', 'lengkap', 'film', 'indonesia', 'disneynya', 'dilengkapin']",ken nonton encore kriesten bell gaada ya us plis tambahin film series lengkap film indonesia disneynya dilengkapin,-4,1,Negatif,App Store
2020-09-05,"Collection is great, however too bad there’s no cast button yet. Dissaponting to have to watch all the great content on small iphone screen only",3,"Koleksi sangat bagus, namun terlalu buruk belum ada tombol cast.Membenci harus menonton semua konten hebat di layar iPhone kecil",koleksi sangat bagus namun terlalu buruk belum ada tombol castmembenci harus menonton semua konten hebat di layar iphone kecil,"['koleksi', 'sangat', 'bagus', 'namun', 'terlalu', 'buruk', 'belum', 'ada', 'tombol', 'castmembenci', 'harus', 'menonton', 'semua', 'konten', 'hebat', 'di', 'layar', 'iphone', 'kecil']",19,"['koleksi', 'buruk', 'tombol', 'castmembenci', 'konten', 'hebat', 'layar', 'iphone']",8,"['koleksi', 'buruk', 'tombol', 'castmembenci', 'konten', 'hebat', 'layar', 'iphone']",koleksi buruk tombol castmembenci konten hebat layar iphone,-4,1,Negatif,App Store
2020-09-05,Im already install and also subscribe for 1 year’s. Please give a feature to watch on tv (mirroring) thanks!,5,Saya sudah menginstal dan juga berlangganan selama 1 tahun.Tolong beri fitur untuk ditonton di TV (mirroring) Terima kasih!,saya sudah menginstal dan juga berlangganan selama tahuntolong beri fitur untuk ditonton di tv mirroring terima kasih,"['saya', 'sudah', 'menginstal', 'dan', 'juga', 'berlangganan', 'selama', 'tahuntolong', 'beri', 'fitur', 'untuk', 'ditonton', 'di', 'tv', 'mirroring', 'terima', 'kasih']",17,"['menginstal', 'berlangganan', 'tahuntolong', 'fitur', 'ditonton', 'tv', 'mirroring', 'terima', 'kasih']",9,"['menginstal', 'langgan', 'tahuntolong', 'fitur', 'tonton', 'tv', 'mirroring', 'terima', 'kasih']",menginstal langgan tahuntolong fitur tonton tv mirroring terima kasih,-1,3,Netral,App Store
2020-09-05,It’s Marvelous!!!!!!!! Happy watchin’ alles!!!!,5,Itu luar biasa !!!!!!!!!Happy Watchin ’Alles !!!!,itu luar biasa happy watchin ’alles,"['itu', 'luar', 'biasa', 'happy', 'watchin', '’', 'alles']",7,"['happy', 'watchin', '’', 'alles']",4,"['happy', 'watchin', '', 'alles']",happy watchin  alles,5,5,Positif,App Store
2020-09-05,Omg seneng bgt disney+ muncul di Indonesia!,5,Omg seneng bgt disney+ muncul di Indonesia!,omg seneng bgt disney muncul di indonesia,"['omg', 'seneng', 'bgt', 'disney', 'muncul', 'di', 'indonesia']",7,"['omg', 'seneng', 'bgt', 'muncul', 'indonesia']",5,"['omg', 'neng', 'bgt', 'muncul', 'indonesia']",omg neng bgt muncul indonesia,-4,1,Negatif,App Store
